wache_nummer,anzahl_alarmierungen_RTW,mittlere_ausrueckedauer_RTW,anzahl_alarmierungen_NEF,mittlere_ausrueckedauer_NEF,anzahl_alarmierungen_LHF,mittlere_ausrueckedauer_LHF,anzahl_alarmierungen_DLK,mittlere_ausrueckedauer_DLK,anzahl_alarmierungen_ELW,mittlere_ausrueckedauer_ELW,wache_name,start_date,end_date
3600,1157,68,878.0,64.0,408.0,83.0,60.0,85.0,80.0,99.0,Charlottenburg-Nord,2022-04-01,2022-06-30
3404,537,105,,,,,,,,,Schmargendorf,2022-04-01,2022-06-30
4100,1316,88,799.0,96.0,283.0,110.0,45.0,141.0,157.0,84.0,Zehlendorf,2022-04-01,2022-06-30
3390,400,97,,,,,,,,,Lietzow,2022-04-01,2022-06-30
3400,1527,75,,,1049.0,103.0,161.0,99.0,,,Wilmersdorf,2022-04-01,2022-06-30
4500,841,71,,,190.0,106.0,,,,,Wannsee,2022-04-01,2022-06-30
4300,1239,57,938.0,88.0,439.0,86.0,101.0,130.0,438.0,92.0,Tempelhof,2022-04-01,2022-06-30
4400,1802,78,1109.0,79.0,453.0,83.0,109.0,121.0,,,Schöneberg,2022-04-01,2022-06-30
4700,893,80,860.0,77.0,403.0,100.0,46.0,125.0,,,Marienfelde,2022-04-01,2022-06-30
4600,1385,68,,,355.0,83.0,32.0,100.0,,,Lichterfelde,2022-04-01,2022-06-30
3690,635,48,,,,,,,,,Siemensstadt/Charlottenburg Nord,2022-04-01,2022-06-30
4604,852,95,,,,,,,,,Lankwitz,2022-04-01,2022-06-30
3300,1824,68,1030.0,52.0,849.0,85.0,135.0,107.0,484.0,85.0,Suarez,2022-04-01,2022-06-30
5210,698,89,,,,,,,,,Rudow,2022-04-01,2022-06-30
4710,901,74,,,,,,,,,Lichtenrade,2022-04-01,2022-06-30
3504,798,78,,,,,,,,,Tiergarten-Süd,2022-04-01,2022-06-30
5100,2146,81,999.0,69.0,667.0,93.0,137.0,115.0,,,Neukölln,2022-04-01,2022-06-30
4790,495,88,,,,,,,,,Marienfelde-Süd,2022-04-01,2022-06-30
5200,1745,70,909.0,62.0,480.0,88.0,44.0,115.0,,,Buckow,2022-04-01,2022-06-30
4200,1725,77,,,452.0,71.0,60.0,81.0,,,Steglitz,2022-04-01,2022-06-30
5404,701,99,,,,,,,,,Salvador-Allende,2022-04-01,2022-06-30
5304,635,98,,,,,,,,,Bohnsdorf,2022-04-01,2022-06-30
5390,378,68,,,,,,,,,Adlershof,2022-04-01,2022-06-30
6110,314,104,,,,,,,,,Marzahn,2022-04-01,2022-06-30
4390,1353,85,184.0,74.0,,,,,,,Mariendorf,2022-04-01,2022-06-30
6120,272,122,,,,,,,,,Biesdorf,2022-04-01,2022-06-30
6204,589,86,,,,,,,,,Kaulsdorf,2022-04-01,2022-06-30
5300,1649,82,843.0,78.0,495.0,72.0,90.0,91.0,249.0,83.0,Treptow,2022-04-01,2022-06-30
6310,1088,104,,,,,,,,,Hohenschönhausen,2022-04-01,2022-06-30
5400,1631,70,812.0,78.0,406.0,86.0,81.0,133.0,,,Köpenick,2022-04-01,2022-06-30
6320,636,108,734.0,114.0,,,,,,,Falkenberg,2022-04-01,2022-06-30
5490,210,68,,,,,,,,,Rahnsdorf,2022-04-01,2022-06-30
6200,2015,82,803.0,85.0,394.0,113.0,52.0,127.0,,,Hellersdorf,2022-04-01,2022-06-30
6400,2130,78,978.0,97.0,536.0,105.0,137.0,116.0,,,Lichtenberg,2022-04-01,2022-06-30
6300,1998,82,848.0,75.0,538.0,89.0,94.0,119.0,8.0,177.0,Weißensee,2022-04-01,2022-06-30
6500,1145,87,,,283.0,92.0,,,,,Karlshorst,2022-04-01,2022-06-30
6330,623,103,,,,,,,,,Wartenberg,2022-04-01,2022-06-30
6100,3262,104,840.0,100.0,513.0,97.0,132.0,133.0,291.0,126.0,Marzahn,2022-04-01,2022-06-30
6490,730,72,,,,,,,,,Rummelsburg,2022-04-01,2022-06-30
5330,747,82,,,,,,,,,Altglienicke,2022-04-01,2022-06-30
5410,647,74,,,,,,,,,Friedrichshagen,2022-04-01,2022-06-30
